refcode,Exp logS Average,MinAbsPartialCharge,NumRadicalElectrons,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,AlogP,MLogP,XLogP,MW,Tm
ZZZMMG02,-2.635962203,0.32782119,0,220.001,10.15902671,0.478073604,10.15902671,-0.478073604,225.9629416,227.057,62,-0.935207861,0.867384259,0.32782119,2.826395263,318.0595034,8.974691495,6.197527974,7.783524513,5.68154055,3.348763987,4.141762257,2.226576549,3.142252077,1.26703418,1.760285818,0.777774619,1.194719964,-1.09,482.4075746,9.001659028,4.066069546,2.881219935,78.65992989,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,28.06267803,23.77220574,10.54873962,0,9.901064579,27.97526929,0,0,0,0,0,40.37765939,0,0,0,0,0,15.9299439,11.07583268,4.794537184,0,5.563451492,34.8142079,0,6.076020107,0,37.3,5.969305288,4.794537184,0,0,0,16.11219111,0,6.076020107,24.26546827,15.9299439,5.106527395,0,0,0,0,0,0,0,0,0.939850718,28.52231127,0,12,1,2,0,0,0,1,0,1,1,1,3,2,0,0,0,1,50.8118,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5469,2.12,2.707,227.05,438
ZEDPIH,-2.48,0.327821185,0,140.097,10.08581774,0.478073604,10.08581774,-0.478073604,148.0524295,148.161,56,-0.922358277,0.898055556,0.327821185,2.721773554,262.1510391,8.104448007,5.89691377,5.89691377,5.2876937,3.249098148,3.249098148,2.082254604,2.082254604,1.217932895,1.217932895,0.731663565,0.731663565,-1.57,349.029098,7.536044539,3.562154412,2.66782329,64.79238228,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,30.33183534,11.6394716,6.076020107,0,9.901064579,12.04532539,0,0,0,0,0,41.97130694,0,0,0,0,0,0,11.07583268,4.794537184,0,5.563451492,36.40785545,0,6.076020107,0,37.3,5.969305288,4.794537184,0,0,0,11.6394716,0,6.076020107,30.33183534,0,5.106527395,0,0,0,0,0,0,0,0,0,30.33333333,0,11,1,2,0,0,0,1,0,1,1,1,2,2,0,0,0,1,43.1118,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7844,2.23,1.909,148.16,341.15
TBFRAC,-1.839226574,0.327937643,0,132.074,9.966026077,0.478072237,9.966026077,-0.478072237,138.0316941,138.122,52,-0.975555556,0.543888889,0.327937643,2.637337779,233.3637149,7.397341226,5.150461522,5.150461522,4.7876937,2.733582752,2.733582752,1.686990578,1.686990578,0.933359778,0.933359778,0.539518785,0.539518785,-1.51,259.5130341,6.60778563,2.866950766,1.777617877,57.58671155,9.523678332,5.760247419,0,0,0,5.969305288,0,4.794537184,0,0,0,18.20875424,6.076020107,6.263162996,14.31821552,12.04532539,0,0,0,0,0,30.23216466,0,0,0,0,0,0,11.07583268,4.794537184,0,5.760247419,28.88906818,0,6.076020107,0,50.44,5.969305288,4.794537184,0,0,5.760247419,6.076020107,12.3391831,12.13273414,0,0,9.523678332,0,0,0,0,0,0,0,0,4.83375,24.99958333,0,10,1,3,0,0,0,0,1,1,2,1,3,2,0,0,0,1,35.3778,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3774,1.9,0.609,138.12,414.15
LEZJAB01,-1.207401108,0.342798126,0,148.073,10.32259259,0.506904214,10.32259259,-0.506904214,154.0266087,154.121,58,-1.346666667,0.43287037,0.342798126,3.318913173,272.2420898,8.43072142,5.481939885,5.481939885,5.125897658,2.868961474,2.868961474,1.97641681,1.97641681,1.234335359,1.234335359,0.747405754,0.747405754,-1.71,255.6766679,7.397642626,2.494362825,1.235986288,62.34056859,15.31958218,17.06247516,0,0,0,5.969305288,0,4.794537184,0,0,6.066367068,12.13273414,0,0,20.11411937,5.969305288,0,0,0,0,0,23.7625527,0,11.49902367,0,0,11.49902367,0,21.28888747,0,0,10.35798868,18.19910121,0,0,0,77.76,23.03178045,4.794537184,0,0,0,0,18.19910121,0,0,0,15.31958218,0,0,0,0,0,0,0,0,0,37.66666667,0,11,3,4,0,0,0,1,0,1,3,3,4,1,0,0,0,1,36.7309,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796,1.79,1.683,154.12,435.65
CUKCAM01,-2.19624785,0.33569664,0,208.085,10.50537037,0.477633152,10.50537037,-0.477633152,212.0069358,212.117,78,-1.456666667,0.489907407,0.33569664,3.387380075,375.7865269,11.58542196,7.114933046,7.114933046,6.913591358,3.587292089,3.587292089,2.557457751,2.557457751,1.571124053,1.571124053,0.929453133,0.929453133,-2.51,1695.999862,10.57006405,3.698257807,2.24067889,82.05805253,5.106527395,0,0,0,11.37477255,5.969305288,20.22863654,4.794537184,0,0,0,0,12.13273414,21.47644066,19.74768668,17.34407784,0,0,0,0,0,43.99118923,0,0,0,11.37477255,0,0,20.92245478,0,20.22863654,10.35798868,18.19910121,0,0,0,123.58,32.75415143,25.02317372,0,0,6.066367068,12.13273414,0,0,0,0,5.106527395,0,0,0,0,0,0,0,0,0,57.66666667,0,15,1,8,0,0,0,1,0,1,5,1,8,3,0,0,0,1,46.7101,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2012,1.35,1.421,212.12,485.5
CUKCAM02,-2.19624785,0.33569664,0,208.085,10.50537037,0.477633152,10.50537037,-0.477633152,212.0069358,212.117,78,-1.456666667,0.489907407,0.33569664,3.387380075,375.7865269,11.58542196,7.114933046,7.114933046,6.913591358,3.587292089,3.587292089,2.557457751,2.557457751,1.571124053,1.571124053,0.929453133,0.929453133,-2.51,1695.999862,10.57006405,3.698257807,2.24067889,82.05805253,5.106527395,0,0,0,11.37477255,5.969305288,20.22863654,4.794537184,0,0,0,0,12.13273414,21.47644066,19.74768668,17.34407784,0,0,0,0,0,43.99118923,0,0,0,11.37477255,0,0,20.92245478,0,20.22863654,10.35798868,18.19910121,0,0,0,123.58,32.75415143,25.02317372,0,0,6.066367068,12.13273414,0,0,0,0,5.106527395,0,0,0,0,0,0,0,0,0,57.66666667,0,15,1,8,0,0,0,1,0,1,5,1,8,3,0,0,0,1,46.7101,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2012,1.35,1.421,212.12,485.5
GUTNIS,-1.961705784,0.33923122,0,178.079,10.41398148,0.507043857,10.41398148,-0.507043857,183.0167723,183.119,68,-1.401666667,0.365555556,0.33923122,3.267052212,373.1456931,10.00807169,6.298436465,6.298436465,6.019744508,3.228126782,3.228126782,2.263714352,2.263714352,1.421363606,1.421363606,0.808890834,0.808890834,-2.11,675.8157081,8.981827365,3.095651187,1.725386446,72.19931056,10.21305479,11.31296333,0,0,5.687386275,5.969305288,10.11431827,4.794537184,0,0,0,6.066367068,12.13273414,4.923311049,19.93090302,11.65669156,0,0,0,0,0,33.87687097,0,5.749511833,0,5.687386275,5.749511833,0,21.10567113,0,10.11431827,10.35798868,18.19910121,0,0,0,100.67,22.20557966,14.90885545,0,5.687386275,0,18.19910121,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,47.66666667,0,13,2,6,0,0,0,1,0,1,4,2,6,2,0,0,0,1,41.7205,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9986,1.57,1.552,183.12,501
BESKAL,-1.488888996,0.339110252,0,148.073,10.30287037,0.507934795,10.30287037,-0.507934795,154.0266087,154.121,58,-1.26537037,0.18037037,0.339110252,3.23220887,292.4920898,8.43072142,5.481939885,5.481939885,5.109060905,2.86297841,2.86297841,2.006604567,2.006604567,1.210545095,1.210545095,0.695328144,0.695328144,-1.71,267.1888101,7.397642626,2.494362825,1.402945662,62.34056859,15.31958218,17.06247516,0,0,0,5.969305288,0,4.794537184,0,0,0,18.19910121,0,0,20.11411937,5.969305288,0,0,0,0,0,23.7625527,0,11.49902367,0,0,11.49902367,0,21.28888747,0,0,10.35798868,18.19910121,0,0,0,77.76,5.969305288,4.794537184,0,17.06247516,0,12.13273414,6.066367068,0,0,0,15.31958218,0,0,0,0,0,0,0,0,0,37.66666667,0,11,3,4,0,0,0,1,0,1,3,3,4,1,0,0,0,1,36.7309,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796,1.79,1.254,154.12,755.15
BESKAL01,-1.488888996,0.339110252,0,148.073,10.30287037,0.507934795,10.30287037,-0.507934795,154.0266087,154.121,58,-1.26537037,0.18037037,0.339110252,3.23220887,292.4920898,8.43072142,5.481939885,5.481939885,5.109060905,2.86297841,2.86297841,2.006604567,2.006604567,1.210545095,1.210545095,0.695328144,0.695328144,-1.71,267.1888101,7.397642626,2.494362825,1.402945662,62.34056859,15.31958218,17.06247516,0,0,0,5.969305288,0,4.794537184,0,0,0,18.19910121,0,0,20.11411937,5.969305288,0,0,0,0,0,23.7625527,0,11.49902367,0,0,11.49902367,0,21.28888747,0,0,10.35798868,18.19910121,0,0,0,77.76,5.969305288,4.794537184,0,17.06247516,0,12.13273414,6.066367068,0,0,0,15.31958218,0,0,0,0,0,0,0,0,0,37.66666667,0,11,3,4,0,0,0,1,0,1,3,3,4,1,0,0,0,1,36.7309,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796,1.79,1.254,154.12,762.15
TICHUI02,-2.158522399,0.350513368,0,184.106,11.12713341,0.477446576,11.12713341,-0.477446576,190.0266087,190.154,70,-1.273608277,0.343796296,0.350513368,2.840683324,553.2957081,10.12939203,7.058709813,7.058709813,6.68154055,3.944803917,3.944803917,2.790510902,2.790510902,1.871827306,1.871827306,1.211043642,1.211043642,-2.1,1786.464561,8.496118022,2.990702948,1.264784439,78.40010454,9.523678332,11.14647163,0,0,0,11.59489161,0,9.589074368,0,0,18.19910121,12.13273414,5.386224214,0,14.31821552,16.93854964,0,0,0,0,0,46.31541034,0,0,5.625586319,0,0,0,11.07583268,0,0,10.35798868,39.54352346,0,10.96924436,0,67.51,11.59489161,9.589074368,0,5.563451492,10.96924436,0,6.066367068,24.26546827,0,0,9.523678332,0,0,0,0,0,0,0,0,4.817685185,37.01564815,0,14,1,4,0,0,0,1,1,2,3,1,4,1,0,0,0,2,49.4433,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4912,2.12,1.736,190.15,464.65
NBZOAC03,-2.840666144,0.335186818,0,162.08,10.312226,0.477639203,10.312226,-0.477639203,167.0218576,167.12,62,-1.092687075,0.042222222,0.335186818,3.006149834,283.6831902,9.137828202,5.928573139,5.928573139,5.609060905,3.087853317,3.087853317,2.109136374,2.109136374,1.325073797,1.325073797,0.725723238,0.725723238,-1.91,473.9553411,8.189108028,2.996670139,1.570828976,67.40507681,5.106527395,0,0,0,5.687386275,5.969305288,10.11431827,4.794537184,0,0,0,12.13273414,12.13273414,10.48676254,14.82437563,11.65669156,0,0,0,0,0,39.94323803,0,0,0,5.687386275,0,0,15.99914373,0,10.11431827,10.35798868,24.26546827,0,0,0,80.44,10.89261634,14.90885545,0,11.25083777,0,12.13273414,12.13273414,0,0,0,5.106527395,0,0,0,0,0,0,0,0,0,42,0,12,1,5,0,0,0,1,0,1,3,1,5,2,0,0,0,1,40.0557,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293,1.68,1.529,167.12,511.15
BIPJUF,-1.06651023,0.342234331,0,208.085,10.53305933,0.477454757,10.53305933,-0.477454757,212.0069358,212.117,78,-1.503150038,0.521574074,0.342234331,3.396348978,454.7936738,11.58542196,7.114933046,7.114933046,6.93042811,3.593275154,3.593275154,2.520824137,2.520824137,1.619238627,1.619238627,0.965497798,0.965497798,-2.51,1714.631407,10.57006405,3.698257807,2.045848842,82.05805253,5.106527395,5.563451492,0,0,11.37477255,5.969305288,20.22863654,4.794537184,0,0,0,6.066367068,6.066367068,15.91298917,19.74768668,17.34407784,0,0,0,0,0,43.99118923,0,0,0,11.37477255,0,0,20.92245478,0,20.22863654,10.35798868,18.19910121,0,0,0,123.58,32.75415143,25.02317372,0,0,6.066367068,12.13273414,0,0,0,0,5.106527395,0,0,0,0,0,0,0,0,0,57.66666667,0,15,1,8,0,0,0,1,0,1,5,1,8,3,0,0,0,1,46.7101,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2012,1.35,1.421,212.12,454.65
BRBZAP,-3.525088018,0.335179563,0,195.979,10.29691988,0.477639243,10.29691988,-0.477639243,199.9472915,201.019,52,-0.895833333,0.308518519,0.335179563,3.003400685,240.2879489,7.560477932,5.042827436,6.628823975,4.698377303,2.688080385,3.481078654,1.812045589,2.727721118,1.091172246,1.619837759,0.592465594,0.856798351,-0.83,180.9125147,7.279051254,2.835823593,1.573685466,66.61964869,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,15.9299439,24.26546827,4.472719516,5.563451492,9.901064579,21.89924919,0,0,0,0,0,34.30163928,0,0,0,0,0,15.9299439,11.07583268,0,0,10.35798868,28.73818779,0,0,0,37.3,5.969305288,4.794537184,0,0,5.563451492,4.472719516,0,24.26546827,0,15.9299439,5.106527395,0,0,0,0,0,0,0,0,0.886574074,24.66181122,0,10,1,2,0,0,0,1,0,1,1,1,3,1,0,0,0,1,41.1013,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1473,1.9,2.435,201.02,524.15
TEPHTH12,-4.044356806,0.335179028,0,160.084,10.33465372,0.477639246,10.33465372,-0.477639246,166.0266087,166.132,62,-1.063019652,0.083333333,0.335179028,3.006149834,279.3346747,9.137828202,6.020324849,6.020324849,5.609060905,3.176829091,3.176829091,2.187655398,2.187655398,1.37880133,1.37880133,0.755381829,0.755381829,-1.84,473.9553411,8.258425197,3.04193048,1.601892952,68.07279905,10.21305479,0,0,0,0,11.93861058,0,9.589074368,0,0,0,24.26546827,0,11.12690298,19.80212916,11.93861058,0,0,0,0,0,35.39237126,0,0,0,0,0,0,22.15166537,0,0,20.71597735,24.26546827,0,0,0,74.6,11.93861058,9.589074368,0,11.12690298,0,0,24.26546827,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,40.66666667,0,12,2,4,0,0,0,1,0,1,2,2,4,2,0,0,0,1,40.3606,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,1.9,1.252,166.13,846.15
FURDCA,-2.193375081,0.37131604,0,152.061,10.15017668,0.475372895,10.15017668,-0.475372895,156.0058732,156.093,58,-1.280092593,0.372777778,0.37131604,2.99417056,269.1762166,8.43072142,5.273872601,5.273872601,5.109060905,2.674393779,2.674393779,1.774202075,1.774202075,1.027566968,1.027566968,0.567765065,0.567765065,-1.78,346.7113537,7.32845987,2.451790186,1.372850613,60.86712832,14.63020573,0,0,11.52049484,0,11.93861058,0,9.589074368,0,0,0,12.13273414,0,0,24.21928009,11.93861058,0,0,0,0,0,23.65322897,0,0,0,0,0,0,22.15166537,0,0,21.10956921,16.54988507,0,0,0,87.74,11.93861058,9.589074368,0,11.52049484,0,12.13273414,0,0,0,4.417150937,10.21305479,0,0,0,0,0,0,0,0,4.407407407,35.75925926,0,11,2,5,0,0,0,0,1,1,3,2,5,2,0,0,0,1,32.6266,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676,1.57,-0.035,156.09,615.15
CLBZAP02,-3.319125352,0.335179993,0,151.528,10.2691421,0.477639241,10.2691421,-0.477639241,155.9978071,156.568,52,-0.933641975,0.254074074,0.335179993,3.003400685,240.2879489,7.560477932,5.042827436,5.798756382,4.698377303,2.688080385,3.066044858,1.812045589,2.24848137,1.091172246,1.343148561,0.592465594,0.718453752,-1.02,180.9125147,7.091358575,2.708944457,1.481523026,63.05536731,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,11.60093989,24.26546827,5.022633314,5.563451492,9.901064579,17.57024518,0,0,0,0,0,34.85155308,0,0,0,0,0,11.60093989,11.07583268,0,0,10.35798868,24.26546827,5.022633314,0,0,37.3,5.969305288,4.794537184,0,5.563451492,5.022633314,0,12.13273414,12.13273414,0,0,16.70746729,0,5.523420257,0,0,0,0,0,0,0,24.58769085,0,10,1,2,0,0,0,1,0,1,1,1,3,1,0,0,0,1,38.4113,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0382,1.9,2.259,156.57,513
BENMOW07,-3.963122939,0.335179479,0,242.979,10.30977702,0.477639244,10.30977702,-0.477639244,247.9334274,248.019,52,-0.878333333,0.333718519,0.335179479,3.003400685,240.2879489,7.560477932,5.042827436,7.200325727,4.698377303,2.688080385,3.76682953,1.812045589,3.057677808,1.091172246,1.810338343,0.592465594,0.952048643,-0.58,180.9125147,7.526157113,3.005223044,1.698122161,72.01393921,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,0,46.8563389,3.570182271,5.563451492,9.901064579,28.56017592,0,0,0,0,0,33.39910204,0,0,0,0,0,22.59087063,11.07583268,0,3.570182271,10.35798868,24.26546827,0,0,0,37.3,5.969305288,4.794537184,0,0,5.563451492,3.570182271,0,24.26546827,0,22.59087063,5.106527395,0,0,0,0,0,0,0,0,1.044074074,24.94897551,0,10,1,2,0,0,0,1,0,1,1,1,3,1,0,0,0,1,46.1183,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9894,1.9,2.705,248.02,544
JOZZIH,-1.420428855,0.33518286,0,132.074,10.23059335,0.507966179,10.23059335,-0.507966179,138.0316941,138.122,52,-0.986111111,0.074074074,0.33518286,3.003400685,237.5330614,7.560477932,5.112076558,5.112076558,4.698377303,2.722704946,2.722704946,1.852026589,1.852026589,1.114255286,1.114255286,0.604007114,0.604007114,-1.51,180.9125147,6.60778563,2.389632707,1.253904639,57.54633484,10.21305479,5.749511833,0,0,0,5.969305288,0,4.794537184,0,0,0,24.26546827,0,5.563451492,15.00759197,5.969305288,0,0,0,0,0,29.82891977,0,5.749511833,0,0,5.749511833,0,16.18236008,0,0,10.35798868,24.26546827,0,0,0,57.53,5.969305288,4.794537184,0,11.31296333,0,0,24.26546827,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,32,0,10,2,3,0,0,0,1,0,1,2,2,3,1,0,0,0,1,35.0661,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0904,1.9,1.231,138.12,488
ZZZEEU07,-1.425931162,0.338973937,0,148.073,10.29142668,0.50782248,10.29142668,-0.50782248,154.0266087,154.121,58,-1.219907407,0.159722222,0.338973937,3.196069662,292.4920898,8.43072142,5.481939885,5.481939885,5.109060905,2.86297841,2.86297841,2.006604567,2.006604567,1.211723768,1.211723768,0.700882307,0.700882307,-1.71,252.1073814,7.397642626,2.494362825,1.402945662,62.34056859,15.31958218,17.06247516,0,0,0,5.969305288,0,4.794537184,0,0,0,12.13273414,6.066367068,0,20.11411937,5.969305288,0,0,0,0,0,23.7625527,0,11.49902367,0,0,11.49902367,0,21.28888747,0,0,10.35798868,18.19910121,0,0,0,77.76,11.71881712,4.794537184,0,11.31296333,0,12.13273414,6.066367068,0,0,0,15.31958218,0,0,0,0,0,0,0,0,0,37.66666667,0,11,3,4,0,0,0,1,0,1,3,3,4,1,0,0,0,1,36.7309,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796,1.79,1.254,154.12,498
