refcode,Exp logS Average,MinAbsPartialCharge,NumRadicalElectrons,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,AlogP,MLogP,XLogP,MW,Tm
RUVQII,-0.171722639,0.000495845,0,62.051,2.861111111,0.367636713,2.861111111,-0.367636713,67.04219916,67.091,26,1.875,1.875,0.000495845,3.125,60.12481811,3.535533906,2.809401077,2.809401077,2.5,1.577350269,1.577350269,0.884900179,0.884900179,0.496011291,0.496011291,0.277777778,0.277777778,-0.72,22.88643539,2.51364486,0.930799196,0.293363613,30.64056354,4.983978521,0,0,0,0,0,0,0,0,0,0,12.13273414,12.39368714,0,0,0,0,4.983978521,0,0,0,24.52642128,0,0,0,0,0,0,4.983978521,0,0,0,24.52642128,0,0,0,15.79,0,0,0,0,0,0,0,0,24.52642128,4.983978521,0,0,0,0,0,0,0,0,0,0,10.5,0,5,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,20.7927,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5328,1.79,0.819,67.09,521.65
QQQCIS01,-2.043150755,0.053305973,0,36.033,1.5,0.053305973,1.5,-0.053305973,42.04695019,42.081,18,1.5,1.5,-0.053305973,2.25,4.754887502,2.121320344,2.121320344,2.121320344,1.5,1.5,1.5,1.060660172,1.060660172,0.353553391,0.353553391,0,0,0,8.754887502,1.333333333,0.222222222,0,20.4633041,0,0,0,0,0,0,0,0,0,0,19.26246487,0,0,0,0,0,0,0,0,19.26246487,0,0,0,0,0,0,0,0,0,0,0,19.26246487,0,0,0,0,0,0,0,0,0,0,0,19.26246487,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,13.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1703,1.79,1.707,42.08,145
PYRENE02,-6.18288869,0.002680806,0,192.176,2.212407407,0.061032586,2.212407407,-0.061032586,202.0782503,202.256,74,1.335,1.335,-0.002680806,2.505955689,666.6198058,10.53516943,8.773502692,8.773502692,7.93265299,5.559401077,5.559401077,4.289600718,4.289600718,3.39273441,3.39273441,2.669586605,2.669586605,-2.08,11364.40258,8.116401925,2.73240474,0.891949912,93.45542159,0,0,0,0,0,0,0,0,0,0,60.66367068,32.31734529,0,0,0,32.31734529,0,0,0,0,0,60.66367068,0,0,0,0,0,0,0,0,0,0,60.66367068,0,32.31734529,0,0,0,0,0,0,0,0,32.31734529,0,0,60.66367068,0,0,0,0,0,0,0,0,0,0,30,0,16,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,70.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.584,3.22,5.146,202.25,423.15
HEYCIX,-5.965852709,0.052719637,0,232.288,2.236990741,0.141464175,2.236990741,-0.141464175,240.0067423,240.352,76,1.352407407,1.352407407,0.052719637,2.5621941,783.7272779,10.53516943,8.435298734,10.0682919,7.949489743,5.201020016,6.960325639,3.875374994,5.70760715,3.027520627,5.192819004,2.38969539,4.423110676,-1.38,13615.85173,8.735540461,3.061115491,0.983710845,100.4219748,0,0,0,0,0,0,0,0,0,22.67357176,36.39820241,10.77244843,21.53257397,9.064691355,0,44.21846861,0,0,0,0,0,56.22301931,0,0,0,0,0,22.67357176,0,0,9.064691355,0,47.15832795,0,21.54489686,0,0,0,0,0,0,0,0,30.60958821,0,22.67357176,47.15832795,0,0,3.683425926,0,0,0,0,0,0,2.859814815,23.12342593,0,16,0,0,1,1,2,2,0,2,2,0,2,0,0,0,0,4,72.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84078,2.78,4.748,240.34,366.15
DIBENZ14,-4.621805728,0.023824284,0,168.154,2.183472222,0.062248736,2.183472222,-0.062248736,182.1095504,182.266,70,1.129814815,1.129814815,-0.023824284,1.957475896,322.2685978,9.639981913,8.187716254,8.187716254,6.949489743,5.028473986,5.028473986,3.471197119,3.471197119,2.387999593,2.387999593,1.57802961,1.57802961,-1.56,2714.305287,9.013093821,4.613424263,2.461795458,85.21838155,0,0,0,0,0,0,0,0,0,0,60.66367068,23.96854623,0,0,0,0,0,0,0,12.84164325,0,71.79057367,0,0,0,0,0,0,0,12.84164325,0,11.12690298,60.66367068,0,0,0,0,0,0,0,0,0,12.84164325,11.12690298,0,0,60.66367068,0,0,0,0,0,0,0,0,0,0,26.33333333,0.142857143,14,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,2,60.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4718,3,4.368,182.26,324
AZOBEN12,-4.451104017,0.085659039,0,172.146,4.101481481,0.15057809,4.101481481,-0.15057809,182.0843983,182.226,68,0.871623205,0.871623205,0.085659039,2.159341418,365.3515672,9.639981913,7.667929883,7.667929883,6.949489743,4.468580801,4.468580801,2.871098318,2.871098318,1.793327308,1.793327308,1.104791596,1.104791596,-1.96,2714.305287,8.629973277,4.325414892,2.263271662,82.93527517,0,0,0,0,0,0,0,0,10.22850025,0,36.39820241,24.26546827,0,11.37477255,0,11.37477255,0,0,10.22850025,0,0,60.66367068,0,0,0,11.37477255,0,0,0,0,0,0,70.89217094,0,0,0,24.72,0,0,0,0,0,11.37477255,0,0,60.66367068,10.22850025,0,0,0,0,0,0,0,0,0,0,29.33333333,0,14,0,2,0,0,0,2,0,2,2,0,2,2,0,0,0,2,57.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.102,2.56,4.14,182.22,341.35
RAFFIO,-3.963928142,0.126927749,0,160.131,5.578333333,0.457384598,5.578333333,-0.457384598,170.0731649,170.211,64,0.869166667,0.869166667,0.126927749,2.161475751,315.8986487,8.932875131,7.181750982,7.181750982,6.449489743,4.229615496,4.229615496,2.728167132,2.728167132,1.722112591,1.722112591,1.113155983,1.113155983,-1.76,1589.71823,7.866895638,3.764211048,2.089799938,77.60204256,4.736862954,11.49902367,0,0,0,0,0,0,0,0,36.39820241,24.26546827,0,0,4.736862954,0,0,0,0,0,0,60.66367068,0,11.49902367,4.736862954,0,11.49902367,0,0,0,0,0,60.66367068,0,0,0,9.23,0,0,0,0,0,11.49902367,0,0,60.66367068,0,4.736862954,0,0,0,0,0,0,0,0,0,26.83333333,0,13,0,1,0,0,0,2,0,2,1,0,1,2,0,0,0,2,52.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4789,2.67,3.503,170.21,293.15
RAFFIO01,-3.963928142,0.126927749,0,160.131,5.578333333,0.457384598,5.578333333,-0.457384598,170.0731649,170.211,64,0.869166667,0.869166667,0.126927749,2.161475751,315.8986487,8.932875131,7.181750982,7.181750982,6.449489743,4.229615496,4.229615496,2.728167132,2.728167132,1.722112591,1.722112591,1.113155983,1.113155983,-1.76,1589.71823,7.866895638,3.764211048,2.089799938,77.60204256,4.736862954,11.49902367,0,0,0,0,0,0,0,0,36.39820241,24.26546827,0,0,4.736862954,0,0,0,0,0,0,60.66367068,0,11.49902367,4.736862954,0,11.49902367,0,0,0,0,0,60.66367068,0,0,0,9.23,0,0,0,0,0,11.49902367,0,0,60.66367068,0,4.736862954,0,0,0,0,0,0,0,0,0,26.83333333,0,13,0,1,0,0,0,2,0,2,1,0,1,2,0,0,0,2,52.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4789,2.67,3.503,170.21,293.15
BZDMAZ16,-1.769200909,0.093137062,0,112.091,4.063148148,0.344596587,4.063148148,-0.344596587,118.0530982,118.139,44,1.025462963,1.025462963,0.093137062,2.95465979,280.8939368,6.104448007,4.833964941,4.833964941,4.466326495,2.847831091,2.847831091,1.919685515,1.919685515,1.327737222,1.327737222,0.87963138,0.87963138,-1.31,254.26899,4.557629552,1.584972123,0.597758714,52.54187605,4.983978521,0,0,0,0,0,0,4.983978521,0,0,12.13273414,12.13273414,0,17.36072151,0,11.03340144,0,9.967957042,0,0,0,30.59278835,0,0,0,0,0,0,9.967957042,0,0,0,30.59278835,0,11.03340144,0,28.68,0,0,0,0,0,11.03340144,0,6.327320075,24.26546827,9.967957042,0,0,0,0,0,0,0,0,0,0,18.83333333,0,9,1,2,0,0,0,1,1,2,1,1,2,0,0,0,0,2,36.0937,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,2.01,1.317,118.14,443
CRBZOL01,-5.069329914,0.046435188,0,158.139,3.377962963,0.354510538,3.377962963,-0.354510538,167.0734993,167.211,62,1.211759259,1.211759259,0.046435188,2.64243826,512.8841359,8.673362107,7.118802154,7.118802154,6.449489743,4.404700538,4.404700538,3.216167564,3.216167564,2.413639338,2.413639338,1.799056004,1.799056004,-1.76,2395.238189,6.723420195,2.361749128,0.871816321,76.0038926,4.983978521,0,0,0,0,0,0,0,0,0,36.39820241,12.13273414,21.80584986,0,0,21.80584986,0,4.983978521,0,0,0,48.53093655,0,0,0,0,0,0,4.983978521,0,0,0,48.53093655,0,21.80584986,0,15.79,0,0,0,0,0,0,21.80584986,0,0,53.51491507,0,0,0,0,0,0,0,0,0,0,25.16666667,0,13,1,1,0,0,0,2,1,3,0,1,1,0,0,0,0,3,55.8047,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8392,2.67,3.531,167.21,518.15
PHENAN08,-5.242570742,0.010541535,0,168.154,2.178240741,0.061628993,2.178240741,-0.061628993,178.0782503,178.234,66,1.311296296,1.311296296,-0.010541535,2.610318687,539.0090986,9.380468889,7.773502692,7.773502692,6.949489743,4.815384141,4.815384141,3.507834231,3.507834231,2.65420195,2.65420195,1.954807416,1.954807416,-1.82,3408.807763,7.571439104,2.845083623,1.007540623,82.79473218,0,0,0,0,0,0,0,0,0,0,60.66367068,21.54489686,0,0,0,21.54489686,0,0,0,0,0,60.66367068,0,0,0,0,0,0,0,0,0,0,60.66367068,0,21.54489686,0,0,0,0,0,0,0,0,21.54489686,0,0,60.66367068,0,0,0,0,0,0,0,0,0,0,26.66666667,0,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,61.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.993,3,4.554,178.23,374
DBZFUR11,-4.633609619,0.134920011,0,160.131,5.652407407,0.456066838,5.652407407,-0.456066838,168.0575149,168.195,62,0.961759259,0.961759259,0.134920011,2.64243826,512.8841359,8.673362107,7.027050444,7.027050444,6.449489743,4.312948829,4.312948829,3.094380908,3.094380908,2.284206705,2.284206705,1.674766436,1.674766436,-1.76,2395.238189,6.723420195,2.361749128,0.871816321,75.58906145,4.417150937,11.16604028,0,0,0,0,0,0,0,0,36.39820241,12.13273414,10.77244843,0,4.417150937,21.93848871,0,0,0,0,0,48.53093655,0,0,0,0,0,0,0,0,0,0,52.94808748,0,21.93848871,0,13.14,0,0,0,0,0,11.16604028,10.77244843,0,36.39820241,12.13273414,4.417150937,0,0,0,0,0,0,0,0,5.652407407,20.51425926,0,13,0,1,0,0,0,2,1,3,1,0,1,0,0,0,0,3,53.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.586,2.67,3.421,168.19,360.15
DBZTHP,-4.559528433,0.035489232,0,176.199,2.188657407,0.135191076,2.188657407,-0.135191076,184.0346713,184.263,62,1.37787037,1.37787037,0.035489232,2.64243826,512.8841359,8.673362107,7.027050444,7.843547025,6.449489743,4.312948829,5.12944541,3.094380908,4.178157864,2.284206705,3.436025044,1.674766436,2.780816757,-1.34,2395.238189,7.100869988,2.573620045,0.973286314,80.43509545,0,0,0,0,0,0,0,0,0,11.33678588,36.39820241,12.13273414,20.17228826,0,0,31.50907414,0,0,0,0,0,48.53093655,0,0,0,0,0,11.33678588,0,0,0,0,48.53093655,0,20.17228826,0,0,0,0,0,0,0,0,20.17228826,0,11.33678588,48.53093655,0,0,1.861666667,0,0,0,0,0,0,0,22.63833333,0,13,0,0,0,0,0,2,1,3,1,0,1,0,0,0,0,3,59.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0545,2.67,4.135,184.26,372.15
NAPHTA32,-3.604106173,0.018404251,0,120.11,2.12037037,0.061629711,2.12037037,-0.061629711,128.0626003,128.174,48,1.310185185,1.310185185,-0.018404251,2.888051602,271.0151824,6.811554788,5.618802154,5.618802154,4.966326495,3.404700538,3.404700538,2.347150628,2.347150628,1.658689248,1.658689248,1.132905825,1.132905825,-1.3,348.5704618,5.48222978,2.143052886,0.780533544,60.11306765,0,0,0,0,0,0,0,0,0,0,48.53093655,10.77244843,0,0,0,10.77244843,0,0,0,0,0,48.53093655,0,0,0,0,0,0,0,0,0,0,48.53093655,0,10.77244843,0,0,0,0,0,0,0,0,10.77244843,0,0,48.53093655,0,0,0,0,0,0,0,0,0,0,19.33333333,0,10,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,43.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8398,2.56,3.288,128.17,353.5
EDAVUA,-1.306271707,0.070143484,0,122.106,4.181203704,0.256266728,4.181203704,-0.256266728,129.0578492,129.162,48,1.060185185,1.060185185,0.070143484,2.888051602,275.7051383,6.811554788,5.48866548,5.48866548,4.966326495,3.264497758,3.264497758,2.196103125,2.196103125,1.512225264,1.512225264,1.016070174,1.016070174,-1.37,348.5704618,5.417604503,2.102543035,0.75988141,59.33271563,0,0,0,0,0,0,4.983978521,0,0,0,24.26546827,12.13273414,11.58306779,5.516700718,0,10.90292493,0,4.983978521,0,0,0,42.59504598,0,0,0,0,0,0,4.983978521,0,0,0,42.59504598,0,10.90292493,0,12.89,0,0,0,0,0,5.516700718,5.386224214,0,30.46231185,17.11671266,0,0,0,0,0,0,0,0,0,0,20.33333333,0,10,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,2,41.743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2348,2.34,2.125,129.16,257.5
CYCHEX05,-3.135544973,0.053305973,0,72.066,1.5,0.053305973,1.5,-0.053305973,84.09390038,84.162,36,1.5,1.5,-0.053305973,2,15.509775,4.242640687,4.242640687,4.242640687,3,3,3,2.121320344,2.121320344,1.5,1.5,1.060660172,1.060660172,0,34.39946188,4.166666667,2.222222222,1,39.55813045,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,27.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3406,2.12,3.414,96.06,279.82
BENZEN15,-1.639963402,0.062268571,0,72.066,2,0.062268571,2,-0.062268571,78.04695019,78.114,30,2,2,-0.062268571,3,71.96100506,4.242640687,3.464101615,3.464101615,3,2,2,1.154700538,1.154700538,0.666666667,0.666666667,0.384900179,0.384900179,-0.78,34.39946188,3.411570881,1.60576944,0.58239926,37.43140312,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,26.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6866,2.12,2.022,78.11,279
EFUMEY,0.234046712,0.00489195,0,86.073,3.347222222,0.316732594,3.347222222,-0.316732594,99.10479942,99.177,42,1.25,1.25,-0.00489195,2.041666667,23.7931939,4.949747468,4.742640687,4.742640687,3.5,3.207106781,3.207106781,2.164213562,2.164213562,1.457106781,1.457106781,0.978553391,0.978553391,-0.04,58.9741478,5.103678161,3.026851632,1.929381688,45.10799263,5.316788604,0,0,0,0,0,0,0,0,0,12.84164325,25.93115606,0,0,0,0,0,5.316788604,0,25.68328649,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,25.68328649,0,0,0,0,12.03,0,0,0,0,0,0,38.7727993,0,0,5.316788604,0,0,0,0,0,0,0,0,0,0,11.5,1,7,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,31.3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,2.01,1.046,99.175,236
EFUMAU01,1.149336084,0.004844704,0,62.051,3.222222222,0.316730921,3.222222222,-0.316730921,71.07349929,71.123,30,1.25,1.25,-0.004844704,2.083333333,15.21928095,3.535533906,3.328427125,3.328427125,2.5,2.207106781,2.207106781,1.457106781,1.457106781,0.957106781,0.957106781,0.625,0.625,-0.04,22.88643539,3.161612903,1.410312175,0.618363684,32.3781084,5.316788604,0,0,0,0,0,0,0,0,0,0,25.93115606,0,0,0,0,0,5.316788604,0,12.84164325,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,12.84164325,0,0,0,0,12.03,0,0,0,0,0,0,25.93115606,0,0,5.316788604,0,0,0,0,0,0,0,0,0,0,8.5,1,5,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,22.1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3698,1.79,0.33,71.12,210.15
ITOBAU,1.069938449,0.00489114,0,74.062,3.284722222,0.316732581,3.284722222,-0.316732581,85.08914935,85.15,36,1.25,1.25,-0.00489114,2,19.40990953,4.242640687,4.035533906,4.035533906,3,2.707106781,2.707106781,1.810660172,1.810660172,1.207106781,1.207106781,0.801776695,0.801776695,-0.04,34.39946188,4.127785235,2.189674339,0.976756002,38.74305052,5.316788604,0,0,0,0,0,0,0,0,0,6.420821623,25.93115606,0,0,0,0,0,5.316788604,0,19.26246487,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,19.26246487,0,0,0,0,12.03,0,0,0,0,0,0,32.35197768,0,0,5.316788604,0,0,0,0,0,0,0,0,0,0,10,1,6,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,26.7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7599,1.9,0.688,85.15,264
